,acceptedName,className,classGroup,classGroupNum,redlistCategory,redlistGroup,code,ias,weight
3847,Neosilurus hyrtlii,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
3848,Neosilurus mollespiculum,ACTINOPTERYGII,Fish,2,Vulnerable,4,8.1.2,Oreochromis mossambicus,8
3849,Neosilurus pseudospinosus,ACTINOPTERYGII,Fish,2,Least Concern,2,8.1.2,Rhinella marina,2
3850,Neosticta canescens,INSECTA,Invertebrate,1,Least Concern,2,1.1,,1
3851,Neosticta fraseri,INSECTA,Invertebrate,1,Least Concern,2,1.1,,1
3852,Nephrurus amyae,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3853,Nephrurus asper,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3854,Nephrurus laevissimus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3855,Nephrurus levis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3856,Nephrurus sheai,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3857,Nephrurus stellatus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3858,Nephrurus vertebralis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3859,Nephrurus wheeleri,REPTILIA,Reptile,4,Least Concern,2,2.1.2,,1
3860,Neripteron violaceum,GASTROPODA,Invertebrate,1,Least Concern,2,NA,NA,1
3861,Neritina pulligera,GASTROPODA,Invertebrate,1,Least Concern,2,8.1.1,,2
3862,Nettapus coromandelianus,AVES,Bird,9,Least Concern,2,NA,NA,1
3863,Nettapus pulchellus,AVES,Bird,9,Least Concern,2,NA,NA,1
3864,Neurothemis oligoneura,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3865,Neurothemis stigmatizans,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3866,Nibea squamosa,ACTINOPTERYGII,Fish,2,Least Concern,2,5.4.4,,1
3867,Niemeyera prunifera,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
3868,Ningaui ridei,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
3869,Ningaui timealeyi,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
3870,Ningaui yvonneae,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
3871,Ninox boobook,AVES,Bird,9,Least Concern,2,NA,NA,1
3872,Ninox connivens,AVES,Bird,9,Least Concern,2,NA,NA,1
3873,Ninox novaeseelandiae,AVES,Bird,9,Least Concern,2,NA,NA,1
3874,Ninox rufa,AVES,Bird,9,Least Concern,2,NA,NA,1
3875,Ninox strenua,AVES,Bird,9,Least Concern,2,11.1,,1
3876,Niveoscincus coventryi,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3877,Niveoscincus greeni,REPTILIA,Reptile,4,Vulnerable,4,11.1,,4
3878,Niveoscincus metallicus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3879,Niveoscincus microlepidotus,REPTILIA,Reptile,4,Vulnerable,4,11.1,,4
3880,Niveoscincus ocellatus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3881,Niveoscincus orocryptus,REPTILIA,Reptile,4,Vulnerable,4,11.1,,4
3882,Niveoscincus pretiosus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3883,Northiella haematogaster,AVES,Bird,9,Least Concern,2,NA,NA,1
3884,Nososticta baroalba,INSECTA,Invertebrate,1,Least Concern,2,3.2,,1
3885,Nososticta fraterna,INSECTA,Invertebrate,1,Least Concern,2,3.2,,1
3886,Nososticta kalumburu,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3887,Nososticta liveringa,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3888,Nososticta solida,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3889,Notaden bennettii,AMPHIBIA,Amphibian,7,Least Concern,2,2.1.3,,1
3890,Notaden melanoscaphus,AMPHIBIA,Amphibian,7,Least Concern,2,NA,NA,1
3891,Notaden nichollsi,AMPHIBIA,Amphibian,7,Least Concern,2,NA,NA,1
3892,Notechis scutatus,REPTILIA,Reptile,4,Least Concern,2,8.1.1,,2
3893,Notelaea johnsonii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
3894,Notelaea longifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
3895,Notelaea microcarpa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
3896,Notelaea venosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
3897,Notesthes robusta,ACTINOPTERYGII,Fish,2,Least Concern,2,7.2.10,,1
3898,Nothofagus cunninghamii,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Platypus subgranosus,8
3899,Nothofagus gunnii,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,8.1.2,Davidsoniella australis,4
3900,Nothofagus moorei,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,5.3.5,,4
3901,Nothorites megacarpus,MAGNOLIOPSIDA,Plant,3,Endangered,5,11.4,,6
3902,Notoaeschna geminata,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3903,Notoaeschna sagittata,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3904,Notomys alexis,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
3905,Notomys cervinus,MAMMALIA,Mammal,6,Near Threatened,3,8.1.1,,4
3906,Notomys fuscus,MAMMALIA,Mammal,6,Vulnerable,4,8.1.2,Vulpes vulpes,8
3907,Notomys mitchellii,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
3908,Notopala essingtonensis,GASTROPODA,Invertebrate,1,Least Concern,2,NA,NA,1
3909,Notopala tricincta,GASTROPODA,Invertebrate,1,Data Deficient,1,NA,NA,2
3910,Notopala waterhousii,GASTROPODA,Invertebrate,1,Least Concern,2,NA,NA,1
3911,Notoryctes caurinus,MAMMALIA,Mammal,6,Least Concern,2,8.1.2,Felis catus,2
3912,Notoryctes typhlops,MAMMALIA,Mammal,6,Least Concern,2,8.1.1,,2
3913,Notoscincus butleri,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Cenchrus ciliaris,2
3914,Notoscincus ornatus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3915,Numenius madagascariensis,AVES,Bird,9,Endangered,5,2.1.3,,6
3916,Numenius minutus,AVES,Bird,9,Least Concern,2,11.1,,1
3917,Numenius phaeopus,AVES,Bird,9,Least Concern,2,11.1,,1
3918,Nuytsia floribunda,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
3919,Nycticorax caledonicus,AVES,Bird,9,Least Concern,2,NA,NA,1
3920,Nyctimene robinsoni,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
3921,Nyctimystes brevipalmatus,AMPHIBIA,Amphibian,7,Endangered,5,8.1.1,,12
3922,Nyctimystes infrafrenatus,AMPHIBIA,Amphibian,7,Least Concern,2,NA,NA,1
3923,Nyctophilus arnhemensis,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
3924,Nyctophilus bifax,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
3925,Nyctophilus corbeni,MAMMALIA,Mammal,6,Vulnerable,4,8.1.1,,8
3926,Nyctophilus daedalus,MAMMALIA,Mammal,6,Least Concern,2,2.3.2,,1
3927,Nyctophilus geoffroyi,MAMMALIA,Mammal,6,Least Concern,2,8.1.2,Felis catus,2
3928,Nyctophilus gouldi,MAMMALIA,Mammal,6,Least Concern,2,8.1.2,Felis catus,2
3929,Nyctophilus major,MAMMALIA,Mammal,6,Least Concern,2,2.2.2,,1
3930,Nyctophilus walkeri,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
3931,Nymphaea nouchali,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
3932,Nymphicus hollandicus,AVES,Bird,9,Least Concern,2,NA,NA,1
3933,Oceanites oceanicus,AVES,Bird,9,Least Concern,2,8.1.2,Felis catus,2
3934,Ochrosia elliptica,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
3935,Ochrosia moorei,MAGNOLIOPSIDA,Plant,3,Critically Endangered,6,8.1.1,,16
3936,Ocyphaps lophotes,AVES,Bird,9,Least Concern,2,NA,NA,1
3937,Oedura bella,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3938,Oedura castelnaui,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3939,Oedura coggeri,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3940,Oedura fimbria,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3941,Oedura gemmata,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3942,Oedura gracilis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3943,Oedura luritja,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3944,Oedura marmorata,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3945,Oedura monilis,REPTILIA,Reptile,4,Least Concern,2,2.3.3,,1
3946,Oedura tryoni,REPTILIA,Reptile,4,Least Concern,2,2.3.3,,1
3947,Oenanthe javanica,MAGNOLIOPSIDA,Plant,3,Least Concern,2,5.2.1,,1
3948,Olax imbricata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
3949,Ombrastacoides pulcher,MALACOSTRACA,Invertebrate,1,Vulnerable,4,8.1.2,Salmo trutta,8
3950,Onchestus rentzi,INSECTA,Invertebrate,1,Least Concern,2,8.1.2,Anoplolepis gracilipes,2
3951,Onthophagus adelaidae,INSECTA,Invertebrate,1,Data Deficient,1,NA,NA,2
3952,Onthophagus anchommatus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3953,Onthophagus asper,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3954,Onthophagus atrox,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3955,Onthophagus australis,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3956,Onthophagus binyana,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3957,Onthophagus bornemisszai,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3958,Onthophagus bunamin,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3959,Onthophagus capelliformis,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3960,Onthophagus chepara,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3961,Onthophagus froggattellus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3962,Onthophagus granulatus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3963,Onthophagus gulmarri,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3964,Onthophagus hoplocerus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3965,Onthophagus laminatus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3966,Onthophagus leanus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3967,Onthophagus mamillatus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3968,Onthophagus manya,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3969,Onthophagus mundill,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3970,Onthophagus muticus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3971,Onthophagus neostenocerus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3972,Onthophagus parallelicornis,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3973,Onthophagus propinquus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3974,Onthophagus punthari,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3975,Onthophagus queenslandicus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3976,Onthophagus rufosignatus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3977,Onthophagus semimetallicus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3978,Onthophagus subocelliger,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3979,Onthophagus tamworthi,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3980,Onthophagus tenebrosus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3981,Onthophagus tweedensis,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3982,Onthophagus victoriensis,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3983,Onthophagus yaran,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3984,Onthophagus yungaburra,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
3985,Onychogalea fraenata,MAMMALIA,Mammal,6,Vulnerable,4,8.1.2,Oryctolagus cuniculus,8
3986,Onychogalea unguifera,MAMMALIA,Mammal,6,Least Concern,2,8.1.2,Vulpes vulpes,2
3987,Ophidiocephalus taeniatus,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Cenchrus ciliaris,2
3988,Ophiocara porocephala,ACTINOPTERYGII,Fish,2,Least Concern,2,5.4.1,,1
3989,Ophioscincus cooloolensis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3990,Ophioscincus ophioscincus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3991,Ophioscincus truncatus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
3992,Ophisternon gutturale,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
3993,Opisthiolepis heterophylla,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
3994,Oreoica gutturalis,AVES,Bird,9,Least Concern,2,NA,NA,1
3995,Oreoscopus gutturalis,AVES,Bird,9,Least Concern,2,11.1,,1
3996,Origma solitaria,AVES,Bird,9,Least Concern,2,11.1,,1
3997,Oriolus flavocinctus,AVES,Bird,9,Least Concern,2,NA,NA,1
3998,Oriolus sagittatus,AVES,Bird,9,Least Concern,2,NA,NA,1
3999,Oristicta filicicola,INSECTA,Invertebrate,1,Least Concern,2,5.3.5,,1
4000,Orites acicularis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4001,Orites diversifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4002,Orites excelsa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
4003,Orites lancifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4004,Orites milliganii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4005,Orites revoluta,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4006,Ornithoptera euphorion,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
4007,Ornithoptera priamus,INSECTA,Invertebrate,1,Least Concern,2,2.1.1,,1
4008,Ornithoptera richmondia,INSECTA,Invertebrate,1,Near Threatened,3,1.1,,2
4009,Ornithorhynchus anatinus,MAMMALIA,Mammal,6,Near Threatened,3,8.1.1,,4
4010,Orthetrum boumiera,INSECTA,Invertebrate,1,Near Threatened,3,1.3,,2
4011,Orthetrum sabina,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
4012,Orthetrum serapia,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
4013,Orthonyx spaldingii,AVES,Bird,9,Least Concern,2,11.1,,1
4014,Orthonyx temminckii,AVES,Bird,9,Least Concern,2,NA,NA,1
4015,Oryza australiensis,LILIOPSIDA,Plant,3,Least Concern,2,2.3.4,,1
4016,Oryza meridionalis,LILIOPSIDA,Plant,3,Least Concern,2,2.3.4,,1
4017,Oryza rufipogon,LILIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4018,Ottelia alismoides,LILIOPSIDA,Plant,3,Least Concern,2,6.1,,1
4019,Owenia acidula,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4020,Owenia reticulata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4021,Owenia vernicosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4022,Oxyeleotris aruensis,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
4023,Oxyeleotris fimbriata,ACTINOPTERYGII,Fish,2,Least Concern,2,8.4.1,,1
4024,Oxyeleotris lineolata,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
4025,Oxyeleotris nullipora,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
4026,Oxyeleotris selheimi,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
4027,Oxylobium lanceolatum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4028,Oxyura australis,AVES,Bird,9,Near Threatened,3,8.1.2,Cyprinus carpio,4
4029,Oxyuranus microlepidotus,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Felis catus,2
4030,Oxyuranus scutellatus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
4031,Ozimops petersi,MAMMALIA,Mammal,6,Least Concern,2,7.1.1,,1
4032,Ozimops planiceps,MAMMALIA,Mammal,6,Least Concern,2,8.1.2,Felis catus,2
4033,Pachycephala inornata,AVES,Bird,9,Least Concern,2,NA,NA,1
4034,Pachycephala lanioides,AVES,Bird,9,Least Concern,2,NA,NA,1
4035,Pachycephala olivacea,AVES,Bird,9,Least Concern,2,11.1,,1
4036,Pachycephala rufiventris,AVES,Bird,9,Least Concern,2,NA,NA,1
4037,Pachycephala rufogularis,AVES,Bird,9,Vulnerable,4,8.1.2,Oryctolagus cuniculus,8
4038,Pachycephala simplex,AVES,Bird,9,Least Concern,2,NA,NA,1
4039,Pachymorpha squalida,INSECTA,Invertebrate,1,Least Concern,2,11.5,,1
4040,Pachyptila belcheri,AVES,Bird,9,Least Concern,2,8.1.2,Felis catus,2
4041,Pachyptila desolata,AVES,Bird,9,Least Concern,2,8.1.2,Sus domesticus,2
4042,Pachyptila salvini,AVES,Bird,9,Least Concern,2,8.1.2,Felis catus,2
4043,Pachyptila turtur,AVES,Bird,9,Least Concern,2,8.1.2,Felis catus,2
4044,Palaquium galactoxylum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4045,Pandanus aquaticus,LILIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4046,Pandanus conicus,LILIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4047,Pandanus cookii,LILIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4048,Pandanus solms-laubachii,LILIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4049,Pandanus spiralis,LILIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4050,Pandanus tectorius,LILIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4051,Pandion haliaetus,AVES,Bird,9,Least Concern,2,3.3,,1
4052,Pantala flavescens,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
4053,Papurana daemeli,AMPHIBIA,Amphibian,7,Least Concern,2,NA,NA,1
4054,Paracrinia haswelli,AMPHIBIA,Amphibian,7,Least Concern,2,1.3,,1
4055,Paradelma orientalis,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Vulpes vulpes,2
4056,Paragalaxias dissimilis,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.2,Salmo trutta,12
4057,Paragalaxias eleotroides,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.2,Salmo trutta,12
4058,Paragalaxias julianus,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.2,Salmo trutta,12
4059,Paragalaxias mesotes,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.2,Salmo trutta,12
4060,Parambassis gulliveri,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
4061,Pararchidendron pruinosum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4062,Paraserianthes lophantha,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4063,Parasuta dwyeri,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
4064,Parasuta flagellum,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Felis catus,2
4065,Parasuta gouldii,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
4066,Parasuta monachus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
4067,Parasuta nigriceps,REPTILIA,Reptile,4,Least Concern,2,1.1,,1
4068,Parasuta spectabilis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
4069,Paratya australiensis,MALACOSTRACA,Invertebrate,1,Least Concern,2,NA,NA,1
4070,Pardalotus punctatus,AVES,Bird,9,Least Concern,2,11.1,,1
4071,Pardalotus quadragintus,AVES,Bird,9,Endangered,5,8.1.2,Ovis aries,12
4072,Pardalotus rubricatus,AVES,Bird,9,Least Concern,2,NA,NA,1
4073,Pardalotus striatus,AVES,Bird,9,Least Concern,2,NA,NA,1
4074,Passer domesticus,AVES,Bird,9,Least Concern,2,NA,NA,1
4075,Passer montanus,AVES,Bird,9,Least Concern,2,NA,NA,1
4076,Pavetta kimberleyana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4077,Pavetta muelleri,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4078,Pavo cristatus,AVES,Bird,9,Least Concern,2,NA,NA,1
4079,Pedionomus torquatus,AVES,Bird,9,Critically Endangered,6,8.1.2,Vulpes vulpes,16
4080,Pelecanoides urinatrix,AVES,Bird,9,Least Concern,2,8.2.2,Unspecified Rattus,1
4081,Pelecanus conspicillatus,AVES,Bird,9,Least Concern,2,NA,NA,1
4082,Peltohyas australis,AVES,Bird,9,Least Concern,2,NA,NA,1
4083,Peneoenanthe pulverulenta,AVES,Bird,9,Least Concern,2,NA,NA,1
4084,Pennantia cunninghamii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4085,Pentathemis membranulata,INSECTA,Invertebrate,1,Least Concern,2,3.2,,1
4086,Perameles bougainville,MAMMALIA,Mammal,6,Vulnerable,4,8.1.1,,8
4087,Perameles gunnii,MAMMALIA,Mammal,6,Vulnerable,4,8.1.2,Felis catus,8
4088,Perameles nasuta,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
4089,Periophthalmodon freycineti,ACTINOPTERYGII,Fish,2,Least Concern,2,2.2.2,,1
4090,Periophthalmus novaeguineaensis,ACTINOPTERYGII,Fish,2,Least Concern,2,9.2.2,,1
4091,Persoonia acerosa,MAGNOLIOPSIDA,Plant,3,Critically Endangered,6,8.1.1,,16
4092,Persoonia acicularis,MAGNOLIOPSIDA,Plant,3,Endangered,5,2.1.3,,6
4093,Persoonia acuminata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Pinus radiata,2
4094,Persoonia adenantha,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
4095,Persoonia amaliae,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
4096,Persoonia angustiflora,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
4097,Persoonia arborea,MAGNOLIOPSIDA,Plant,3,Critically Endangered,6,8.1.1,,16
4098,Persoonia asperula,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4099,Persoonia bargoensis,MAGNOLIOPSIDA,Plant,3,Critically Endangered,6,8.1.2,Phytophthora cinnamomi,16
4100,Persoonia biglandulosa,MAGNOLIOPSIDA,Plant,3,Endangered,5,2.1.3,,6
4101,Persoonia bowgada,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4102,Persoonia brevifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
4103,Persoonia brevirhachis,MAGNOLIOPSIDA,Plant,3,Critically Endangered,6,9.3.1,,8
4104,Persoonia chamaepeuce,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,7.1.1,,2
4105,Persoonia chamaepitys,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,7.1.1,,4
4106,Persoonia chapmaniana,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,2.1.3,,4
4107,Persoonia comata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
4108,Persoonia confertifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4109,Persoonia conjuncta,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4110,Persoonia coriacea,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
4111,Persoonia cornifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
4112,Persoonia curvifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,3.2,,1
4113,Persoonia cuspidifera,MAGNOLIOPSIDA,Plant,3,Least Concern,2,7.1.1,,1
4114,Persoonia cymbifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
4115,Persoonia daphnoides,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,2.3.4,,2
4116,Persoonia dillwynioides,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4117,Persoonia elliptica,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,3.2,,2
4118,Persoonia falcata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,7.1.1,,1
4119,Persoonia fastigiata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4120,Persoonia filiformis,MAGNOLIOPSIDA,Plant,3,Endangered,5,2.1.3,,6
4121,Persoonia glaucescens,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
4122,Persoonia graminea,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.2.1,,1
4123,Persoonia gunnii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
4124,Persoonia helix,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
4125,Persoonia hexagona,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4126,Persoonia hindii,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
4127,Persoonia hirsuta,MAGNOLIOPSIDA,Plant,3,Endangered,5,1.1,,6
4128,Persoonia inconspicua,MAGNOLIOPSIDA,Plant,3,Endangered,5,2.1.3,,6
4129,Persoonia iogyna,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,8.1.2,Lantana camara,4
4130,Persoonia isophylla,MAGNOLIOPSIDA,Plant,3,Least Concern,2,5.2.1,,1
4131,Persoonia juniperina,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
4132,Persoonia katerae,MAGNOLIOPSIDA,Plant,3,Endangered,5,7.1.1,,6
4133,Persoonia lanceolata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
4134,Persoonia laurina,MAGNOLIOPSIDA,Plant,3,Least Concern,2,1.1,,1
4135,Persoonia levis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
4136,Persoonia linearis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,7.1.3,,1
4137,Persoonia longifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Phytophthora cinnamomi,2
4138,Persoonia manotricha,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Capra hircus,2
4139,Persoonia marginata,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
4140,Persoonia media,MAGNOLIOPSIDA,Plant,3,Least Concern,2,7.1.1,,1
4141,Persoonia microphylla,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,2.1.4,,2
4142,Persoonia mollis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
4143,Persoonia moscalii,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,11.1,,4
